record_id,ideology_response,gender,race,age,zip,variable1,variable2,variable3,variable4,variable5
646,Moderate,female,caucasian,30,30075,0,0.267,96667,0,24.3
647,Conservative,female,black,29,30349,0.01043,0.05071,44308,0.20331,79.3
648,Conservative,female,caucasian,58,30078,0,0.15065,72500,0,14.9
649,Liberal,female,black,53,30344,0,0.26585,67572,0.15967,91.3
650,Conservative,female,black,34,39817,0.04767,0.02922,63614,0,61.9
651,Moderate,female,black,27,30260,0.03837,0.01537,28125,0.72194,77
652,Moderate,female,other,25,30655,0,0.05251,67684,0.00761,58.6
653,Liberal,female,asian,21,31763,0.0241,0.046,51464,0.04701,83.5
657,Conservative,female,caucasian,42,52806,0,0.14346,65260,0.19436,12
659,Moderate,female,caucasian,54,52402,0,0.054,40758,0.51675,89.8
664,Conservative,female,caucasian,64,60014,0,0.12604,67292,0,44
665,Conservative,female,black,37,60617,0,0.03556,32292,0.09862,85.3
668,Liberal,female,caucasian,58,61114,0,0.23588,69725,0.07459,48.9
670,Moderate,female,black,44,60628,0,0.07888,55369,0.14732,82.6
678,Moderate,female,black,51,60636,0,0.01792,21833,0.21347,95.3
679,Moderate,female,caucasian,54,60642,0.0377,0.15532,46587,0.63846,94.1
681,Liberal,female,caucasian,27,60482,0.0161,0.08037,57006,0.26015,87.8
682,Moderate,female,caucasian,40,60130,0.13533,0.05985,78250,0.43611,51.9
684,Conservative,female,black,24,60620,0,0.04388,52981,0.43827,80
688,Moderate,female,caucasian,69,47303,0.0377,0.1206,22034,0.34082,71.3
689,Conservative,female,caucasian,51,46902,0,0.08839,73110,0,62.4
694,Moderate,female,caucasian,29,47933,0.02263,0.15023,63866,0.14202,45.9
696,Moderate,female,caucasian,35,47150,0,0.08457,60357,0.19466,49.7
697,Dont Know/ Refused,female,caucasian,72,67005,0.10256,0.0612,26250,0.29579,36.6
698,Conservative,female,caucasian,44,66047,0.02876,0.23237,45307,0.34211,35.5
699,Liberal,female,caucasian,71,66049,0.06922,0.35583,31171,0.62632,94
700,Conservative,female,caucasian,30,66025,0,0.09274,63920,0.04203,47.3
705,Conservative,female,caucasian,56,41230,0,0.06766,24535,0.02896,55
708,Moderate,female,caucasian,33,40353,0,0.10376,58636,0,37.5
709,Conservative,female,caucasian,61,70360,0.00583,0.11083,93354,0.04715,51.7
714,Moderate,female,caucasian,71,1950,0.03427,0.14183,64280,0.2405,32.1
719,Conservative,female,caucasian,68,21085,0.01718,0.08044,62750,0.00744,8.6
720,Conservative,female,caucasian,73,20678,0.01883,0.03442,37150,0.49096,12.4
722,Moderate,female,caucasian,64,21629,0.01938,0.05761,78843,0.00485,55.7
727,Conservative,female,caucasian,68,49858,0.04015,0.0856,53804,0.0144,9.5
728,Liberal,female,caucasian,69,49418,0.04597,0.18792,70156,0.0395,79
731,Dont Know/ Refused,female,caucasian,53,49456,0.0103,0.09136,38036,0.09124,53.9
732,Liberal,female,black,35,48601,0,0.03127,15610,0.35078,81.7
734,Conservative,female,caucasian,40,48225,0,0.10027,51250,0.08859,52.6
735,Dont Know/ Refused,female,caucasian,47,49519,0,0.10526,52995,0,19.2
737,Moderate,female,caucasian,41,48116,0,0.10747,78275,0,44.1
738,Moderate,female,caucasian,63,49058,0.01636,0.03157,46100,0.15943,41.7
743,Liberal,female,caucasian,68,48846,0.05911,0.04503,35347,0.3259,44.5
744,Liberal,female,caucasian,27,48197,0.11388,0.06682,45278,0.02665,88
745,Conservative,female,hispanic,25,49519,0,0.02799,43650,0.14666,71.1
746,Conservative,female,caucasian,35,49505,0.03571,0.01921,62679,0.05642,54.8
747,Dont Know/ Refused,female,caucasian,25,48066,0.02807,0.06369,49400,0.14553,71.3
748,Conservative,female,caucasian,75,49015,0.0696,0.03531,28235,0.34253,28.8
751,Conservative,female,caucasian,74,56115,0.07127,0.01773,40694,0.1185,20.4
752,Conservative,female,caucasian,58,55051,0.02131,0.06637,43024,0.24601,53.9
753,Moderate,female,caucasian,37,55350,0.02265,0.06585,81417,0.12203,69.8
754,Moderate,female,caucasian,30,55313,0.06337,0.05255,57222,0.32633,67
757,Moderate,female,caucasian,37,55075,0,0.05467,25281,0.35924,48.7
758,Moderate,female,caucasian,58,63401,0,0.02558,20000,0.19161,57.8
760,Moderate,female,black,51,63136,0.03097,0.01844,25583,0.11189,79.8
763,Moderate,female,caucasian,55,64050,0,0.04395,47813,0.05345,42.2
764,Moderate,female,caucasian,72,64113,0.0156,0.40589,144219,0,58.3
765,Liberal,female,caucasian,49,64110,0.14486,0.27313,36953,0.08389,45.7
766,Moderate,female,caucasian,69,64870,0.04223,0.09395,34662,0,36.9
769,Moderate,female,caucasian,68,63084,0,0.08464,52513,0.02668,26.4
770,Moderate,female,caucasian,63,65011,0.17143,0.02378,36005,0,47.5
771,Moderate,female,caucasian,64,65301,0.01832,0.15084,36000,0.1913,38.5
772,Conservative,female,black,32,64155,0.04886,0.13702,54152,0.1868,67.8
773,Moderate,female,caucasian,42,63125,0.03931,0.10107,46154,0.03917,52.2
774,Moderate,female,caucasian,37,65203,0.07337,0.44214,73125,0.04277,60
775,Dont Know/ Refused,female,black,60,39160,0.00915,0.05647,30096,0.05748,58.7
778,Moderate,female,caucasian,50,59401,0.12073,0.03867,26528,0.29851,36.6
779,Conservative,female,caucasian,68,28374,0,0.16565,64229,0.0625,36
781,Moderate,female,caucasian,55,27606,0.06535,0.19717,67589,0.21049,95.5
782,Conservative,female,caucasian,54,28590,0.00828,0.16444,54464,0.15135,54.5
785,Moderate,female,caucasian,68,27127,0.00485,0.10048,52681,0.22167,9.9
786,Moderate,female,caucasian,62,27107,0,0.01402,42500,0,85.8
787,Conservative,female,black,42,27407,0.05158,0.05502,29401,0.82061,79
789,Moderate,female,caucasian,41,28677,0,0.02579,46903,0.01549,61.8
790,Moderate,female,caucasian,38,28146,0,0.04662,28525,0.33397,73
791,Liberal,female,nativeAmerican,32,58316,0,0.02815,26482,0,57.5
792,Dont Know/ Refused,female,caucasian,55,58545,0.06796,0.06683,61531,0.0986,35.2
793,Conservative,female,caucasian,61,69201,0.02318,0.10058,28958,0.04713,14.3
797,Moderate,female,caucasian,74,69301,0.02691,0.02643,40592,0.00816,82.8
798,Moderate,female,caucasian,69,3218,0.0354,0.07757,69063,0,6.5
802,Moderate,female,black,63,7017,0,0.01786,58177,0.10442,88.5
803,Conservative,female,caucasian,72,7039,0,0.33452,113828,0.02346,78.6
805,Moderate,female,caucasian,48,7204,0.06048,0.04145,44578,0.7017,75.7
806,Moderate,female,caucasian,52,7621,0.01241,0.08472,58750,0.1873,86.9
808,Moderate,female,caucasian,51,7666,0.08803,0.12733,29875,0.35071,85.6
811,Moderate,female,caucasian,62,7731,0,0.14575,110272,0,75.4
816,Moderate,female,hispanic,46,87522,0.02277,0.06782,42514,0.02323,79.2
817,Conservative,female,caucasian,61,87111,0.03366,0.14003,58929,0.10922,31.1
818,Conservative,female,caucasian,68,89103,0.01717,0.05422,29589,0.60696,55.2
820,Conservative,female,caucasian,62,89108,0.01418,0.01962,49762,0.42252,52.3
823,Moderate,female,caucasian,60,13348,0.06761,0.08567,40093,0.00785,23.5
827,Moderate,female,caucasian,66,12464,0.07166,0.07115,25089,0.15016,66.8
828,Conservative,female,caucasian,65,11365,0.02444,0.11068,52439,0.85412,29.3
836,Conservative,female,caucasian,72,13350,0,0.0319,60282,0,11.7
843,Liberal,female,black,43,10302,0,0.05738,40517,0.667,81
845,Dont Know/ Refused,female,black,23,10472,0,0.03844,17813,0.32026,84.7
847,Liberal,female,hispanic,20,10453,0.35152,0.00697,23381,1,80.5
848,Moderate,female,caucasian,74,43528,0.00662,0.22134,99844,0,94.4
852,Moderate,female,black,66,44111,0.17765,0.05316,37978,0.26391,88.9
856,Moderate,female,caucasian,68,45140,0.01534,0.26596,118583,0.00265,13.7
859,Conservative,female,caucasian,55,45750,0.01067,0.04608,52724,0.06352,37.6
860,Dont Know/ Refused,female,caucasian,37,43331,0,0.01093,37917,0,14
861,Moderate,female,black,32,45405,0,0.08946,19915,0.18233,34.6
863,Dont Know/ Refused,female,caucasian,42,44004,0,0.07441,28036,0.10099,60
864,Liberal,female,caucasian,40,45236,0.0625,0.03314,27348,0.48077,53.2
865,Conservative,female,caucasian,57,43055,0.02669,0.01278,59412,0.03072,46.8
866,Conservative,female,black,26,45417,0.0258,0.07575,65650,0.00669,54.5
869,Moderate,female,caucasian,56,44281,0,0.1162,49886,0.22664,56.6
875,Liberal,female,caucasian,58,73065,0,0.02273,63304,0,59.3
876,Conservative,female,caucasian,53,74464,0,0.12444,30026,0.19634,64
878,Conservative,female,caucasian,38,97404,0.08709,0.03491,51694,0.1186,11.7
879,Moderate,female,caucasian,44,97045,0.01953,0.09241,54375,0.28973,64.8
882,Liberal,female,caucasian,59,97424,0.09294,0.01891,37969,0.22087,83.4
884,Moderate,female,caucasian,60,97417,0.08197,0.01348,38684,0.07111,25.7
885,Conservative,female,caucasian,40,97818,0.06309,0.00711,48750,0,9.1
886,Conservative,female,caucasian,45,97116,0.01984,0.12241,66885,0.07891,63.9
887,Dont Know/ Refused,female,caucasian,31,97838,0,0.21728,45543,0.04528,54.4
889,Conservative,female,caucasian,47,15133,0.01333,0.06337,40469,0,13.4
890,Conservative,female,caucasian,74,18974,0.0066,0.10404,67841,0.39526,4.8
891,Moderate,female,caucasian,61,18411,0.01443,0.223,80208,0.14722,85.3
893,Moderate,female,caucasian,74,18103,0.03299,0.10602,53551,0.1549,6.4
895,Conservative,female,caucasian,44,17307,0.00901,0.09146,59286,0.04546,30.1
896,Moderate,female,caucasian,51,17745,0.0456,0.08371,28125,0.24309,18.5
898,Liberal,female,black,63,19140,0.09877,0.09142,36669,0.18063,96.1
903,Moderate,female,caucasian,68,18702,0.12541,0.06209,33438,0.55281,81.6
904,Dont Know/ Refused,female,caucasian,68,17057,0.04172,0.09777,51559,0.15298,71.2
905,Conservative,female,caucasian,47,17050,0.02032,0.19661,99943,0.00306,31.5
907,Moderate,female,caucasian,68,16417,0,0.06512,41522,0.13221,31.4
909,Conservative,female,caucasian,49,17724,0.03414,0.06336,27404,0.39571,37.2
910,Dont Know/ Refused,female,caucasian,42,17257,0.03027,0.02349,56111,0,21.6
911,Moderate,female,caucasian,63,19116,0.05269,0.14073,51364,0.17173,92.7
912,Moderate,female,caucasian,56,17866,0,0.01635,25094,0.29023,87.7
916,Moderate,female,caucasian,64,29651,0,0.18933,66500,0.0055,15
918,Conservative,female,black,74,29210,0,0.36487,100990,0,48.1
919,Conservative,female,caucasian,51,29154,0.00573,0.07319,61198,0,14.9
920,Dont Know/ Refused,female,black,40,29301,0,0.03969,55474,0.03249,61.5
921,Liberal,female,caucasian,64,37042,0.0055,0.02521,48778,0.124,77.7
924,Liberal,female,black,67,38012,0,0.0052,34900,0.02088,67.6
925,Dont Know/ Refused,female,caucasian,51,37921,0,0.02171,16622,0.06038,48
927,Liberal,female,caucasian,69,37650,0,0.01664,34010,0.03085,54.7
929,Moderate,female,caucasian,24,38305,0.02854,0.20452,67184,0.02246,16.5
930,Conservative,female,caucasian,30,37874,0,0.02488,35733,0.05579,39.1
932,Moderate,female,caucasian,45,37398,0,0.02139,33676,0.17005,37.9
934,Liberal,female,unknown,71,75075,0,0.10582,34113,0.3016,72.4
935,Liberal,female,caucasian,70,78230,0.02238,0.1449,50526,0.47402,49.7
937,Moderate,female,caucasian,63,77550,0.01859,0.01335,23000,0.15953,59
938,Liberal,female,caucasian,57,76021,0,0.09493,42115,0.59152,46.8
940,Moderate,female,caucasian,38,75160,0.00401,0.07302,92670,0,28.4
941,Moderate,female,caucasian,49,76266,0.01248,0.03714,48618,0.11721,37.9
943,Conservative,female,caucasian,32,78717,0,0.23067,83469,0,45.3
944,Liberal,female,caucasian,48,76530,0,0.03729,44773,0,40.3
946,Liberal,female,caucasian,51,77018,0.0855,0.00813,58023,0.11511,65.5
948,Liberal,female,hispanic,36,78666,0.01703,0.1022,42273,0.34092,68.6
949,Dont Know/ Refused,female,caucasian,39,78666,0.00643,0.03395,21544,0.73003,44
951,Moderate,female,caucasian,59,75126,0,0.06865,78988,0.01736,29.7
953,Conservative,female,caucasian,46,77328,0,0.02071,39667,0,34.5
957,Conservative,female,caucasian,56,76116,0.03574,0.01917,31071,0.96538,62.6
959,Conservative,female,caucasian,26,75771,0.01519,0.17373,70455,0,38.6
961,Moderate,female,hispanic,26,78599,0.01665,0.04528,30076,0.11066,55.3
962,Conservative,female,caucasian,25,76208,0,0.00925,46014,0,45.8
966,Liberal,female,hispanic,21,77015,0,0.06898,54107,0.44751,79.4
967,Moderate,female,caucasian,23,79925,0.02123,0.2018,28710,0.6548,49.6
968,Moderate,female,caucasian,51,84124,0.05818,0.15432,90625,0.17319,44.4
969,Liberal,female,caucasian,65,84092,0.30562,0.21777,156417,0.00196,56.7
970,Conservative,female,caucasian,29,84015,0.00298,0.06224,49417,0.27729,31.2
971,Conservative,female,black,56,23224,0,0.01789,40000,0.12555,79.9
972,Moderate,female,caucasian,41,22980,0,0.00996,41184,0,37.3
973,Dont Know/ Refused,female,caucasian,49,23966,0,0.05946,37951,0.14526,83.3
974,Liberal,female,black,63,23225,0.01597,0.0411,21332,0.55633,88.8
978,Moderate,female,black,26,24592,0.03345,0.02727,20924,0.28901,67.8
979,Moderate,female,black,65,23225,0,0.14699,43542,1,86.7
980,Conservative,female,unknown,51,22443,0,0.05119,50685,0,50.2
981,Conservative,female,caucasian,56,24266,0,0.02989,22222,0,15.6
982,Liberal,female,caucasian,31,5350,0.06667,0.038,36023,0.23589,74.2
984,Moderate,female,caucasian,37,5735,0.11416,0.05968,40612,0.21327,72.8
986,Liberal,female,caucasian,53,98121,0.35576,0.30332,75867,0.62688,86.7
988,Moderate,female,caucasian,61,98034,0,0.254,100799,0.01539,88.6
989,Conservative,female,caucasian,68,98021,0.01975,0.09066,95156,0.01564,36.9
990,Dont Know/ Refused,female,hispanic,39,98443,0,0.04147,66250,0.08008,70.8
991,Conservative,female,caucasian,64,98273,0.04715,0.08349,45917,0,78.8
993,Moderate,female,caucasian,30,98642,0.03642,0.14249,78661,0,86.6
994,Liberal,female,caucasian,29,98087,0.00372,0.14112,53292,0.64203,78.9
995,Conservative,female,caucasian,46,98444,0,0.00671,35319,0.62049,86.5
996,Conservative,female,caucasian,34,98249,0.02114,0.20963,55809,0,75.4
997,Liberal,female,caucasian,32,98664,0,0.02526,45081,0.41467,54.2
998,Moderate,female,caucasian,47,98387,0.0225,0.06743,76750,0.20083,73
999,Dont Know/ Refused,female,caucasian,36,99344,0.06107,0.0114,50652,0.01455,46.3
1000,Moderate,female,caucasian,68,53080,0,0.04793,54271,0.07522,22.8
1003,Liberal,female,caucasian,65,53718,0.08382,0.17617,59546,0.25078,55.9
1005,Conservative,female,caucasian,42,54911,0,0.13131,78000,0.2842,40.9
1006,Moderate,female,caucasian,72,53051,0.01209,0.0905,50313,0.31367,37.8
1009,Moderate,female,hispanic,42,53901,0,0.03994,37941,0.08344,48.6
1010,Liberal,female,caucasian,39,53214,0.01657,0.04191,40000,0.36673,63.6
1011,Moderate,female,caucasian,25,54115,0.0221,0.05514,79063,0.00716,50.8
1013,Conservative,female,caucasian,70,25676,0.03606,0.02995,29804,0.05344,49.2
1014,Dont Know/ Refused,female,caucasian,48,24747,0,0.10204,47566,0,38.3
1015,Moderate,female,caucasian,68,82834,0.05467,0.0721,46862,0,5
1016,Moderate,female,caucasian,56,99515,0.01763,0.17723,61250,0.25714,44.4
1018,Moderate,female,caucasian,62,35640,0,0.02846,43705,0.08358,39.3
1019,Liberal,female,caucasian,56,35976,0,0.06514,40915,0,28.7
1021,Liberal,female,black,39,36693,0,0.17115,54554,0.10523,55.7
1022,Moderate,female,black,59,36744,0.05128,0.06785,26313,0.05498,56.9
1023,Conservative,female,caucasian,56,36467,0,0.05386,30574,0,30.4
1025,Liberal,female,caucasian,30,35216,0.00461,0.22453,77972,0.00842,46.6
1027,Conservative,female,caucasian,49,36330,0,0.01863,21250,0.1413,28.7
1029,Dont Know/ Refused,female,caucasian,41,36509,0.11111,0.02617,34750,0,39.9
1030,Dont Know/ Refused,female,caucasian,77,72461,0.04217,0.07434,31607,0.00509,69.2
1031,Moderate,female,black,35,72204,0,0.06006,31759,0,73.1
1032,Liberal,female,black,65,71838,0.01745,0.04088,33180,0.05294,53.3
1033,Moderate,female,caucasian,36,72034,0,0.15792,50425,0.2429,39.5
1034,Conservative,female,black,40,85224,0.03344,0.13754,65721,0.10098,91.7
1035,Dont Know/ Refused,female,hispanic,25,85714,0,0.11532,60250,0.08082,71.5
1036,Conservative,female,caucasian,60,86409,0,0.06327,43233,0.03834,9.8
1038,Conservative,female,caucasian,60,86303,0,0.19956,43000,0.16762,10.3
1041,Liberal,female,asian,37,94552,0.01595,0.24753,133015,0,94.2
1042,Moderate,female,caucasian,61,94582,0.0055,0.28854,113393,0.15086,76.3
1045,Moderate,female,caucasian,61,95667,0,0.07133,79286,0.06951,88
1046,Liberal,female,caucasian,71,93704,0.07363,0.16582,52641,0.36617,84.3
1048,Conservative,female,hispanic,64,90604,0,0.02219,98472,0,36.8
1049,Conservative,female,hispanic,36,90270,0.0599,0,39564,0.22912,86.9
1052,Moderate,female,hispanic,35,92407,0,0.0124,50452,0.02864,81.4
1058,Liberal,female,caucasian,43,94590,0.09535,0.09214,75511,0,94.3
1060,Liberal,female,hispanic,51,92316,0.02698,0.00605,46351,0,83.7
1061,Conservative,female,caucasian,62,92553,0,0.04149,57036,0,20.6
1062,Moderate,female,caucasian,54,95367,0.02568,0.04963,51529,0.11417,83.4
1063,Moderate,female,caucasian,33,95945,0,0.03024,42610,0.31735,84.2
1067,Liberal,female,hispanic,25,93906,0.04011,0.07685,58017,0.54764,88.7
1068,Liberal,female,unknown,35,92373,0,0.21578,81477,0,84
1070,Liberal,female,hispanic,21,93543,0,0.02632,62161,0,68.2
1071,Moderate,female,unknown,34,92835,0,0.15672,78320,0.21561,32.4
1073,Conservative,female,caucasian,33,80013,0,0.04952,74808,0,25
1074,Conservative,female,caucasian,73,80138,0.00573,0.11044,110658,0,17.8
1075,Conservative,female,caucasian,42,80121,0.03462,0.19152,83942,0.00768,42.5
1076,Moderate,female,caucasian,47,80906,0,0.31993,93750,0,14.9
1077,Moderate,female,caucasian,49,80911,0.03419,0.04112,41563,0,47.7
1078,Conservative,female,caucasian,73,80031,0,0.04659,54032,0,2.3
1079,Liberal,female,caucasian,62,80227,0,0.02724,31830,0.72265,93.9
1081,Conservative,female,caucasian,69,81503,0.01751,0.04878,51064,0.042,2
1082,Conservative,female,caucasian,69,81240,0,0.04778,61429,0,9.3
1084,Conservative,female,caucasian,29,81520,0,0.03092,41513,0.05973,17.4
1085,Liberal,female,caucasian,68,6415,0,0.0948,108462,0,25.4
1086,Liberal,female,caucasian,58,6460,0.01568,0.07269,59271,0.12685,83.9
1088,Liberal,female,caucasian,39,6074,0,0.15463,117143,0,75.6
1091,Moderate,female,caucasian,48,6770,0,0.03989,42839,0.18591,15
1094,Conservative,female,caucasian,52,19966,0.01777,0.04717,42290,0.00124,9
1095,Liberal,female,caucasian,41,19804,0.03571,0.02306,37500,0.28893,70.7
1096,Liberal,female,caucasian,45,33702,0.00516,0.07034,43563,0.1178,71.8
1098,Conservative,female,caucasian,61,32958,0.04815,0.09105,49375,0.07745,82.3
1100,Moderate,female,caucasian,64,32086,0,0.09179,58942,0,85.3
1102,Conservative,female,caucasian,69,34442,0,0.01667,25696,0,10.1
1103,Conservative,female,caucasian,69,34428,0,0.13544,35938,0.06383,12.2
1104,Moderate,female,hispanic,34,33020,0.02623,0.02274,38242,0.21084,58.1
1106,Liberal,female,caucasian,31,33076,0,0.05407,31585,0.07899,78.2
1107,Dont Know/ Refused,female,caucasian,59,32244,0,0.03555,61083,0.01103,20.3
1111,Liberal,female,caucasian,31,32771,0.02785,0.10578,41944,0.62182,54.7
1113,Moderate,female,caucasian,44,34609,0,0.09406,60660,0,44.7
1115,Moderate,female,caucasian,53,32566,0.00452,0.08054,64912,0.00606,12.9
1116,Conservative,female,caucasian,36,34291,0.00231,0.04347,57808,0,23.8
1117,Moderate,female,black,54,33619,0.04348,0.0179,24336,0.18771,82.8
1118,Conservative,female,caucasian,68,32086,0.02672,0.09202,53493,0.06974,51.7
1119,Conservative,female,caucasian,54,34983,0,0.03037,58639,0,10.5
1121,Conservative,female,caucasian,70,33773,0,0.04411,34116,0.24003,21.8
1122,Moderate,female,black,47,32311,0,0.14921,34375,0.65574,83.5
1123,Moderate,female,caucasian,59,32277,0,0.08924,58364,0.10367,27.8
1124,Conservative,female,caucasian,55,34481,0,0.05161,48393,0,39
1127,Liberal,female,black,55,33068,0,0.03717,53188,0.07966,92.8
1129,Conservative,female,caucasian,54,34669,0,0.02328,39318,0,17.5
1130,Moderate,female,black,35,34104,0,0.0473,59740,0.10371,67
1131,Liberal,female,black,32,33435,0,0.03081,54268,0.02489,94.1
1133,Liberal,female,hispanic,60,33614,0.07461,0.07103,36117,0.82351,80.2
1136,Dont Know/ Refused,female,black,39,31030,0.11783,0.05656,24500,0.27859,73.4
1137,Conservative,female,caucasian,71,30531,0,0.05595,21113,0.0941,18.9
1139,Conservative,female,caucasian,38,30017,0.00098,0.11528,77803,0.01582,53.9
1141,Dont Know/ Refused,female,caucasian,35,30096,0.01792,0.0595,36348,0.8436,42.7
1144,Moderate,female,caucasian,28,30560,0.02023,0.0387,45417,0.02195,15.7
1145,Moderate,female,black,25,30017,0.00098,0.11528,77803,0.01582,78.1
1146,Liberal,female,caucasian,51,30520,0.03192,0.10243,53444,0,14.2
1148,Moderate,female,asian,51,96816,0.03779,0.05015,88088,0.02256,64.4
1149,Moderate,female,caucasian,41,50316,0.0538,0,20417,0.1044,77.6
1150,Moderate,female,caucasian,40,50459,NA,NA,NA,NA,33.6
1153,Conservative,female,caucasian,59,83835,0,0.08772,47734,0,11.8
1154,Conservative,female,caucasian,72,83709,0.01271,0.09555,63817,0.02206,11.1
1157,Dont Know/ Refused,female,black,30,62204,0,0.00679,19653,0.2,87.1
1158,Moderate,female,caucasian,74,62040,0,0.05365,35862,0.32254,84.6
1159,Moderate,female,caucasian,54,61038,0,0.08597,88854,0,41.2
1163,Dont Know/ Refused,female,caucasian,63,60130,0.048,0.12118,48417,0.47391,93.8
1164,Moderate,female,caucasian,70,62294,0,0.07042,86250,0,41.9
1166,Liberal,female,black,40,60617,0,0.0709,26375,0.4332,87.8
1167,Liberal,female,black,58,60637,0,0.00759,12067,0.9714,95.7
1169,Moderate,female,caucasian,27,61356,0.20211,0.10263,25383,0.26083,52.8
1170,Dont Know/ Refused,female,black,31,60429,0,0.19593,48789,0.14613,73.3
1171,Moderate,female,hispanic,26,60623,0.16327,0.0449,26333,0.85249,82.8
1172,Conservative,female,black,35,60827,0.16774,0.01447,12472,0.22464,78.1
1174,Liberal,female,black,24,60629,0.06704,0.01414,58672,0.17177,81
1175,Liberal,female,hispanic,23,60442,0,0.12318,92059,0,54.1
1178,Moderate,female,caucasian,63,46701,0.02202,0.03967,49722,0.08127,12.4
1179,Moderate,female,caucasian,60,47715,0,0.0993,39397,0.2533,79
1182,Moderate,female,caucasian,65,46241,0,0,32800,0,12.5
1184,Liberal,female,caucasian,43,66223,0.02218,0.1745,72719,0.44995,71.4
1185,Conservative,female,caucasian,65,66048,0.0755,0.06667,53523,0.13893,32.8
1186,Conservative,female,caucasian,69,66861,0.07399,0.12175,52500,0,11.8
1187,Moderate,female,caucasian,28,67217,0,0.02905,56926,0,22.2
1188,Conservative,female,caucasian,52,42025,0.06923,0.05647,34508,0.0625,61.1
1190,Conservative,female,caucasian,59,40165,0,0.04543,57982,0.00966,53.9
1191,Conservative,female,caucasian,61,40219,0,0.03985,44762,0,21.9
1194,Moderate,female,caucasian,70,40351,0.06376,0.08037,22015,0.01231,58.4
1197,Dont Know/ Refused,female,caucasian,56,41222,0,0.03307,28929,0,79.9
1198,Liberal,female,caucasian,33,40504,0.04662,0.03668,28750,0.73384,77.3
1200,Moderate,female,black,54,71106,0,0.0064,29353,0,76.5
1201,Dont Know/ Refused,female,black,50,70433,0,0.05027,27320,0.09872,75.9
1204,Liberal,female,caucasian,64,1420,0.03734,0.06551,47109,0.48499,89.9
1205,Conservative,female,caucasian,68,1701,0,0.35431,131389,0,95.5
1206,Conservative,female,caucasian,67,1801,0,0.05099,91768,0.10019,16.8
1207,Liberal,female,caucasian,33,2459,0,0.38387,90750,0.16248,81.9
1209,Dont Know/ Refused,female,hispanic,37,2368,0,0.06406,90559,0.02186,75.9
1210,Moderate,female,caucasian,49,1453,0.00831,0.07889,50547,0.1229,NA
1213,Moderate,female,black,68,20721,0,0.16944,128083,0,86.3
1214,Conservative,female,black,50,20735,0,0.09457,121379,0,92.7
1215,Moderate,female,black,59,21218,0.05818,0.0052,31935,0.09462,87.1
1217,Moderate,female,caucasian,31,21904,0,0.11831,52083,0.0062,69.4
1219,Moderate,female,asian,50,21042,0,0.34314,131136,0.00344,81.2
1225,Moderate,female,caucasian,23,20601,0,0.08193,117417,0,54.5
1227,Moderate,female,caucasian,65,4444,0,0.15306,59023,0.0225,90.8
1228,Conservative,female,caucasian,48,4861,0.03104,0.12875,51250,0.20186,54.4
1229,Conservative,female,caucasian,43,4412,0.0097,0.07439,72439,0.08822,13.4
1230,Moderate,female,caucasian,28,4937,0.04217,0.12943,51314,0.21159,78.7
1231,Conservative,female,caucasian,69,48306,0,0.22412,110096,0,33.7
1234,Conservative,female,caucasian,57,48362,0.00499,0.19251,98203,0,40.4
1235,Moderate,female,caucasian,69,48167,0,0.17492,80972,0.07237,69.7
1236,Moderate,female,caucasian,42,48842,0.00664,0.1271,59619,0.06672,63.8
1238,Moderate,female,black,66,48505,0,0.00677,22679,0.08215,71.1
1239,Moderate,female,caucasian,54,48809,0,0.09194,31655,0.20373,45.6
1242,Conservative,female,caucasian,47,49237,0,0.05049,43750,0.02603,29.7
1244,Moderate,female,caucasian,70,56003,0,0.12288,69783,0.04296,41.5
1250,Moderate,female,caucasian,60,63384,0,0.05441,33750,0.11504,32.6
1251,Conservative,female,caucasian,64,63303,0,0.15703,83445,0.09597,61.6
1254,Moderate,female,caucasian,55,65789,0,0.03349,30652,0,29.2
1256,Dont Know/ Refused,female,black,36,63122,0.06599,0.30608,37660,0.63176,83.7
1258,Liberal,female,black,50,64134,0,0.03165,29063,0.43016,66.7
1259,Conservative,female,caucasian,30,64465,0,0.08889,76181,0.00622,36.2
1261,Conservative,female,caucasian,30,63144,0.01835,0.18356,66667,0.16366,69.6
1263,Moderate,female,black,29,38762,0.05639,0.06795,21299,0.14113,64.8
1264,Moderate,female,hispanic,36,27529,0.00828,0.0447,49897,0.04811,88.6
1267,Conservative,female,black,53,28704,0,0.08926,31372,0.22299,87.3
1268,Liberal,female,caucasian,60,27581,0.0079,0.03645,48186,0.064,84.4
1269,Conservative,female,caucasian,47,28436,0.05342,0.02045,37500,0,54.6
1271,Conservative,female,caucasian,62,28428,0.03565,0.14459,71106,0.0965,12.1
1272,Moderate,female,black,60,27401,0,0.02346,17196,0.83911,90.2
1273,Moderate,female,black,51,27260,0.09434,0.01913,12581,0.53698,86.7
1275,Conservative,female,black,40,28328,0,0.04117,33682,0.02859,72.5
1277,Liberal,female,black,27,27320,0,0.11805,28889,0.32718,91.5
1280,Moderate,female,caucasian,38,27572,0,0.01787,49118,0,59.2
1281,Liberal,female,black,26,27610,0,0.11623,53750,0.06975,90.4
1282,Conservative,female,caucasian,31,27263,0,0.02769,28239,0.11241,27.6
1283,Liberal,female,caucasian,54,69129,0.03944,0.06262,38107,0,4.2
1284,Conservative,female,caucasian,60,68114,0.02955,0.0284,33042,0.26712,19.2
1285,Moderate,female,caucasian,36,68516,0.00915,0.11838,87929,0.08639,67.6
